
base    unknown-base    52:54:00:00:01:00     10.5.1.0    2001:08b0:be72:d4ea:5054:00ff:fe00:0100
base    centos-63-000   52:54:00:00:01:01     10.5.1.1    2001:08b0:be72:d4ea:5054:00ff:fe00:0101
base    ubuntu-12-000   52:54:00:00:01:02     10.5.1.2    2001:08b0:be72:d4ea:5054:00ff:fe00:0102
base    fedora-17-000   52:54:00:00:01:03     10.5.1.3    2001:08b0:be72:d4ea:5054:00ff:fe00:0103
base    debian-xx-000   52:54:00:00:01:04     10.5.1.4    2001:08b0:be72:d4ea:5054:00ff:fe00:0104

